CODIGO_UNICO	TIPO_INSTITUCION	INSTITUCION	SEDE	REGION	CARRERA	HORARIO	NOTAS_EM	PRUEBA_LENGUAJE	PRUEBA_MATEMATICAS	PRUEBA_HISTORIA	PRUEBA_CIENCIAS	OTROS	VACANTES_PRIMER_SEMESTRE	VACANTES_SEGUNDO_SEMESTRE	VALOR_MATRICULA	VALOR_ARANCEL	DURACION_SEMESTRES	AREA	ACREDITACION_CARRERA
I100S14C81J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ARICA	XV REGIîN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	0	0	0	0	0	0	0	0	 190.000 	 1.270.000 	8	Tecnolog’a	No Acreditada
I100S14C81J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE ARICA	XV REGIîN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	0	0	0	0	0	0	0	0	 190.000 	 1.270.000 	8	Tecnolog’a	No Acreditada
I100S15C10J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	0	0	0	0	0	0	65	0	 273.000 	 1.360.000 	8	Tecnolog’a	No Acreditada
I100S15C10J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	0	0	0	0	0	0	30	0	 273.000 	 1.360.000 	8	Tecnolog’a	No Acreditada
I100S15C111J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERO CONSTRUCTOR	Diurno	0	0	0	0	0	0	0	0	 244.000 	 1.332.000 	10	Tecnolog’a	No Acreditada
I100S15C111J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERO CONSTRUCTOR	Vespertino	0	0	0	0	0	0	0	0	 244.000 	 1.332.000 	10	Tecnolog’a	No Acreditada
I100S15C115J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	CONSTRUCCION CIVIL MENCION EDIFICACION	Diurno	0	0	0	0	0	0	0	0	 244.000 	 1.332.000 	8	Tecnolog’a	No Acreditada
I100S15C115J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	CONSTRUCCION CIVIL MENCION EDIFICACION	Vespertino	0	0	0	0	0	0	0	0	 244.000 	 1.332.000 	8	Tecnolog’a	No Acreditada
I100S15C119J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN LOGISTICA	Vespertino	0	0	0	0	0	0	0	0	 250.000 	 1.296.000 	8	Administraci—n y Comercio	No Acreditada
I100S15C126J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN MINAS	Diurno	0	0	0	0	0	0	60	0	 250.000 	 1.360.000 	8	Tecnolog’a	No Acreditada
I100S15C126J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN MINAS	Vespertino	0	0	0	0	0	0	20	0	 250.000 	 1.360.000 	8	Tecnolog’a	No Acreditada
I100S15C133J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN MINAS MENCION PROCESOS MINEROS	Diurno	0	0	0	0	0	0	0	0	 244.000 	 1.332.000 	8	Tecnolog’a	No Acreditada
I100S15C136J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	ADMINISTRACION HOTELERA INTERNACIONAL	Diurno	0	0	0	0	0	0	0	0	 273.000 	 1.551.000 	8	Administraci—n y Comercio	No Acreditada
I100S15C144J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Diurno	0	0	0	0	0	0	25	0	 273.000 	 1.508.000 	8	Tecnolog’a	No Acreditada
I100S15C144J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Vespertino	0	0	0	0	0	0	0	0	 273.000 	 1.508.000 	8	Tecnolog’a	No Acreditada
I100S15C147J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	PSICOPEDAGOGIA	Diurno	0	0	0	0	0	0	0	0	 202.000 	 1.380.000 	8	Ciencias Sociales	No Acreditada
I100S15C149J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	0	0	0	0	0	0	30	0	 273.000 	 1.508.000 	8	Tecnolog’a	No Acreditada
I100S15C149J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	0	0	0	0	0	0	25	0	 273.000 	 1.508.000 	8	Tecnolog’a	No Acreditada
I100S15C14J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	CONTADOR AUDITOR	Vespertino	0	0	0	0	0	0	0	0	 250.000 	 1.296.000 	8	Administraci—n y Comercio	No Acreditada
I100S15C150J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	ADMINISTRACION GASTRONOMICA INTERNACIONAL	Diurno	0	0	0	0	0	0	30	0	 273.000 	 1.720.000 	8	Administraci—n y Comercio	No Acreditada
I100S15C167J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN METALURGIA	Diurno	0	0	0	0	0	0	30	0	 250.000 	 1.360.000 	8	Tecnolog’a	No Acreditada
I100S15C167J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN METALURGIA	Vespertino	0	0	0	0	0	0	25	0	 250.000 	 1.360.000 	8	Tecnolog’a	No Acreditada
I100S15C168J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Diurno	0	0	0	0	0	0	0	0	 250.000 	 1.360.000 	8	Tecnolog’a	No Acreditada
I100S15C176J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	CONSTRUCCION CIVIL	Diurno	0	0	0	0	0	0	0	0	 250.000 	 1.360.000 	8	Tecnolog’a	No Acreditada
I100S15C176J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	CONSTRUCCION CIVIL	Vespertino	0	0	0	0	0	0	0	0	 250.000 	 1.360.000 	8	Tecnolog’a	No Acreditada
I100S15C180J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	ADMINISTRACION DE HOTELES Y RESTAURANTES	Diurno	0	0	0	0	0	0	0	0	 273.000 	 1.551.000 	8	Administraci—n y Comercio	No Acreditada
I100S15C24J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	SERVICIO SOCIAL	Diurno	0	0	0	0	0	0	0	0	 198.000 	 1.360.000 	8	Ciencias Sociales	No Acreditada
I100S15C2J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	DISE„O GRAFICO PROFESIONAL	Diurno	0	0	0	0	0	0	45	0	 202.000 	 1.551.000 	8	Arte y Arquitectura	No Acreditada
I100S15C64J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN QUIMICA INDUSTRIAL	Diurno	0	0	0	0	0	0	0	0	 198.000 	 1.423.000 	9	Tecnolog’a	No Acreditada
I100S15C74J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	PUBLICIDAD	Diurno	0	0	0	0	0	0	0	0	 202.000 	 1.551.000 	8	Ciencias Sociales	No Acreditada
I100S15C81J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	0	0	0	0	0	0	0	0	 273.000 	 1.508.000 	8	Tecnolog’a	No Acreditada
I100S15C81J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE IQUIQUE	I REGIîN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	0	0	0	0	0	0	0	0	 273.000 	 1.508.000 	8	Tecnolog’a	No Acreditada
I100S16C10J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	0	0	0	0	0	0	90	0	 214.000 	 1.270.000 	8	Tecnolog’a	No Acreditada
I100S16C10J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	0	0	0	0	0	0	30	0	 214.000 	 1.270.000 	8	Tecnolog’a	No Acreditada
I100S16C126J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA EN MINAS	Diurno	0	0	0	0	0	0	30	0	 222.000 	 1.330.000 	8	Tecnolog’a	No Acreditada
I100S16C126J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA EN MINAS	Vespertino	0	0	0	0	0	0	30	0	 222.000 	 1.330.000 	8	Tecnolog’a	No Acreditada
I100S16C145J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA MECANICA EN PRODUCCION INDUSTRIAL	Vespertino	0	0	0	0	0	0	20	0	 220.000 	 1.353.000 	8	Tecnolog’a	No Acreditada
I100S16C147J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	PSICOPEDAGOGIA	Diurno	0	0	0	0	0	0	0	0	 209.000 	 1.277.000 	8	Ciencias Sociales	No Acreditada
I100S16C149J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	0	0	0	0	0	0	25	0	 220.000 	 1.333.000 	8	Tecnolog’a	No Acreditada
I100S16C149J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	0	0	0	0	0	0	25	0	 220.000 	 1.333.000 	8	Tecnolog’a	No Acreditada
I100S16C14J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	CONTADOR AUDITOR	Vespertino	0	0	0	0	0	0	0	0	 204.000 	 1.249.000 	8	Administraci—n y Comercio	No Acreditada
I100S16C160J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA EN MAQUINARIA PESADA Y VEHICULOS AUTOMOTRICES	Diurno	0	0	0	0	0	0	0	0	 220.000 	 1.333.000 	8	Tecnolog’a	No Acreditada
I100S16C160J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA EN MAQUINARIA PESADA Y VEHICULOS AUTOMOTRICES	Vespertino	0	0	0	0	0	0	40	0	 220.000 	 1.333.000 	8	Tecnolog’a	No Acreditada
I100S16C81J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE COPIAPO	III REGIîN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	0	0	0	0	0	0	0	0	 214.000 	 1.333.000 	8	Tecnolog’a	No Acreditada
I100S19C122J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	ADMINISTRACION DE EMPRESAS TURISTICAS MENCION VIAJES Y TURISMO	Diurno	0	0	0	0	0	0	0	0	 384.000 	 2.275.000 	8	Administraci—n y Comercio	No Acreditada
I100S19C123J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	ADMINISTRACION DE EMPRESAS TURISTICAS MENCION TURISMO AVENTURA	Diurno	0	0	0	0	0	0	25	0	 384.000 	 2.275.000 	8	Administraci—n y Comercio	No Acreditada
I100S19C127J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	DISE„O INDUSTRIAL DE MOBILIARIO Y PRODUCTO	Diurno	0	0	0	0	0	0	34	0	 310.000 	 1.956.000 	8	Tecnolog’a	No Acreditada
I100S19C128J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	DISE„O DE VESTUARIO	Diurno	0	0	0	0	0	0	70	0	 310.000 	 1.956.000 	8	Arte y Arquitectura	No Acreditada
I100S19C136J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	ADMINISTRACION HOTELERA INTERNACIONAL	Diurno	0	0	0	0	0	0	0	0	 384.000 	 2.275.000 	8	Administraci—n y Comercio	No Acreditada
I100S19C147J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	PSICOPEDAGOGIA	Diurno	0	0	0	0	0	0	0	0	 255.000 	 1.478.000 	8	Ciencias Sociales	No Acreditada
I100S19C14J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	CONTADOR AUDITOR	Diurno	0	0	0	0	0	0	0	0	 310.000 	 1.618.000 	8	Administraci—n y Comercio	No Acreditada
I100S19C14J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	CONTADOR AUDITOR	Vespertino	0	0	0	0	0	0	0	0	 310.000 	 1.618.000 	8	Administraci—n y Comercio	No Acreditada
I100S19C150J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	ADMINISTRACION GASTRONOMICA INTERNACIONAL	Diurno	0	0	0	0	0	0	213	15	 384.000 	 2.275.000 	8	Administraci—n y Comercio	No Acreditada
I100S19C157J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	COMUNICACION EMPRESARIAL	Diurno	0	0	0	0	0	0	0	0	 283.000 	 1.785.000 	8	Ciencias Sociales	No Acreditada
I100S19C159J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	ADMINISTRACION EN ALIMENTACION COLECTIVA	Diurno	0	0	0	0	0	0	0	0	 283.000 	 1.767.000 	8	Administraci—n y Comercio	No Acreditada
I100S19C168J1V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Diurno	0	0	0	0	0	0	30	0	 310.000 	 1.618.000 	8	Tecnolog’a	No Acreditada
I100S19C168J2V1	INSTITUTO PROFESIONAL	IP INACAP	SEDE APOQUINDO	REGIîN METROPOLITANA	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Vespertino	0	0	0	0	0	0	25	0	 310.000 	 1.618.000 	8	Tecnolog’a	No Acreditada
